Time(S),Current(A)
33.0,0.0058859
33.1,0.0051297
33.2,0.0041498
33.3,0.0060052
33.4,0.0057304
33.5,0.005748
33.6,0.0057607
33.7,0.0057676
33.8,0.0057814
33.9,0.0061618
34.0,0.0059211
34.1,0.0058489
34.2,0.0058946
34.3,0.0059617
34.4,0.0060181
34.5,0.0060655
34.6,0.0060923
34.7,0.006106
34.8,0.006082
34.9,0.0060182
35.0,0.0059605
35.1,0.0038724
35.2,0.004894
35.3,0.0059684
35.4,0.0058045
35.5,0.005731
35.6,0.0057527
35.7,0.0057673
35.8,0.0057757
35.9,0.0057849
36.0,0.0057943
36.1,0.0058079
36.2,0.0058389
36.3,0.0058567
36.4,0.0059322
36.5,0.0059877
36.6,0.0060517
36.7,0.0060978
36.8,0.0061247
36.9,0.0061283
37.0,0.0061175
37.1,0.0060942
37.2,0.006064
37.3,0.0060078
37.4,0.004751
37.5,0.0054046
37.6,0.003932
37.7,0.0053577
37.8,0.0056796
37.9,0.0071968
38.0,0.0050024
38.1,0.0062421
38.2,0.006074
38.3,0.0059105
38.4,0.00587
38.5,0.0043727
38.6,0.0058267
38.7,0.0058961
38.8,0.0059713
38.9,0.0060321
39.0,0.006082
39.1,0.0061116
39.2,0.0061132
39.3,0.0060753
39.4,0.0060109
39.5,0.005945
39.6,0.0058213
39.7,0.0054084
39.8,0.0054132
39.9,0.0051991
40.0,0.0045731
40.1,0.0039863
40.2,0.0037919
40.3,0.0037096
40.4,0.0037278
40.5,0.0038338
40.6,0.0056425
40.7,0.0056776
40.8,0.0056908
40.9,0.0057037
41.0,0.0058736
